,순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
659,687,270870,뉴트리,"25,750",-50,-0.2,"67,296","1,732,064,000","26,100","26,100","25,600","233,622,643,000",0.01,"9,072,724",,,
660,688,086820,바이오솔루션,"28,850",350,1.2,"964,524","28,923,947,900","28,550","32,450","28,200","233,437,640,100",0.01,"8,091,426",,,
661,689,002810,삼영무역,"12,550",200,1.6,"107,257","1,341,623,100","12,500","12,800","12,350","231,760,197,400",0.01,"18,466,948",,,
662,690,041190,우리기술투자,"2,755",40,1.5,"8,126,268","23,187,623,385","2,850","2,925","2,750","231,420,000,000",0.01,"84,000,000",,,
663,692,005420,코스모화학,"8,800",-100,-1.1,"468,259","4,142,295,510","8,980","9,000","8,780","229,775,260,000",0.01,"26,110,825",,,
664,693,067900,와이엔텍,"12,600",-50,-0.4,"266,053","3,327,246,900","12,700","12,750","12,350","229,315,703,400",0.01,"18,199,659",,,
665,694,045520,크린앤사이언스,"35,150",-250,-0.7,"166,002","5,798,074,350","35,400","35,900","34,500","228,475,000,000",0.01,"6,500,000",,,
666,695,016590,신대양제지,"56,600",200,0.4,"9,489","534,245,400","56,700","56,800","56,100","228,085,661,200",0.01,"4,029,782",,,
667,696,121800,비덴트,"6,710",410,6.5,"5,386,033","37,590,674,040","6,800","7,250","6,560","228,083,119,330",0.01,"33,991,523",,,
668,697,115180,큐리언트,"26,400","1,300",5.2,"311,741","8,231,131,600","25,700","27,100","25,500","227,714,942,400",0.01,"8,625,566",,,
669,698,003120,일성신약,"85,600","-2,400",-2.7,"33,275","2,848,940,800","88,900","88,900","83,400","227,696,000,000",0.01,"2,660,000",,,
670,699,034810,해성산업,"12,550",0,0.0,"91,804","1,153,554,700","12,750","12,800","12,450","227,393,136,250",0.01,"18,118,975",,,
671,700,060280,큐렉소,"6,780",40,0.6,"62,655","430,702,080","6,710","7,050","6,710","226,162,175,340",0.01,"33,357,253",,,
672,701,036580,팜스코,"6,150",-130,-2.1,"66,754","413,474,810","6,240","6,290","6,130","225,876,849,450",0.01,"36,727,943",,,
673,702,035890,서희건설,"1,090",5,0.5,"832,363","907,159,135","1,095","1,100","1,080","225,718,494,920",0.01,"207,081,188",,,
674,703,075580,세진중공업,"5,880",330,6.0,"662,740","3,804,025,780","5,620","5,910","5,450","225,631,593,600",0.01,"38,372,720",,,
675,704,016710,대성홀딩스,"14,000",200,1.4,"66,149","914,597,550","13,750","14,100","13,700","225,252,426,000",0.01,"16,089,459",,,
676,705,063080,게임빌,"34,150","2,050",6.4,"87,963","2,958,738,500","32,600","34,550","32,150","225,225,806,800",0.01,"6,595,192",,,
677,706,078520,에이블씨엔씨,"8,310",-40,-0.5,"81,896","680,481,100","8,360","8,430","8,240","224,648,044,290",0.01,"27,033,459",,,
678,707,079940,가비아,"16,500",-150,-0.9,"271,428","4,535,110,950","16,850","16,950","16,500","223,338,786,000",0.01,"13,535,684",,,
679,708,079980,휴비스,"6,450",0,0.0,"146,392","939,941,380","6,450","6,490","6,380","222,525,000,000",0.01,"34,500,000",,,
680,709,031330,에스에이엠티,"2,225",60,2.8,"1,423,416","3,146,594,380","2,175","2,250","2,165","222,489,024,075",0.01,"99,995,067",,,
681,710,217270,넵튠,"9,470",10,0.1,"211,955","2,024,517,620","9,650","9,980","9,340","221,315,282,620",0.01,"23,370,146",,,
682,711,003560,IHQ,"1,510",5,0.3,"390,029","588,717,555","1,505","1,530","1,495","220,815,979,480",0.01,"146,235,748",,,
683,712,025000,KPX케미칼,"45,600",-300,-0.6,"1,689","77,312,650","45,900","46,500","45,600","220,704,000,000",0.01,"4,840,000",,,
684,713,047400,유니온머티리얼,"5,230",-400,-7.1,"11,124,243","57,655,583,930","5,440","5,450","5,020","219,660,000,000",0.01,"42,000,000",,,
685,714,123690,한국화장품,"13,650",-150,-1.1,"191,935","2,628,006,450","13,850","13,900","13,550","219,328,200,000",0.01,"16,068,000",,,
686,715,058400,KNN,"1,655",-25,-1.5,"2,928,716","4,899,591,935","1,665","1,715","1,655","219,171,186,600",0.01,"132,429,720",,,
687,716,290670,대보마그네틱,"33,100",350,1.1,"78,721","2,613,709,850","32,750","33,900","32,650","219,021,806,300",0.01,"6,616,973",,,
688,717,007690,국도화학,"37,600",-550,-1.4,"13,816","522,268,550","38,150","38,500","37,450","218,479,161,600",0.01,"5,810,616",,,
689,718,161000,애경유화,"6,800",0,0.0,"81,033","547,517,440","6,820","6,840","6,730","217,872,000,000",0.01,"32,040,000",,,
690,719,063160,종근당바이오,"39,700",-200,-0.5,"65,680","2,614,534,000","39,800","40,200","39,500","217,792,691,400",0.01,"5,485,962",,,
691,720,068290,삼성출판사,"21,750",-450,-2.0,"87,793","1,928,049,600","22,300","22,350","21,700","217,500,000,000",0.01,"10,000,000",,,
692,721,330350,위더스제약,"24,700",-400,-1.6,"151,840","3,795,532,450","25,150","25,950","24,600","217,172,650,500",0.01,"8,792,415",,,
693,722,125210,아모그린텍,"13,150",100,0.8,"142,295","1,861,653,050","13,100","13,250","12,950","216,932,788,500",0.01,"16,496,790",,,
694,723,063570,한국전자금융,"6,350",150,2.4,"218,687","1,381,184,610","6,220","6,370","6,200","216,838,072,800",0.01,"34,147,728",,,
695,724,004380,삼익THK,"10,300",100,1.0,"39,017","400,099,350","10,400","10,400","10,150","216,300,000,000",0.01,"21,000,000",,,
696,725,037710,광주신세계,"135,000",0,0.0,211,"28,610,000","135,500","136,500","135,000","216,000,000,000",0.01,"1,600,000",,,
697,726,012690,모나리자,"5,900",-80,-1.3,"437,766","2,589,229,890","5,950","6,000","5,870","215,770,404,500",0.01,"36,571,255",,,
698,727,155650,와이엠씨,"10,750",150,1.4,"225,784","2,397,916,950","10,550","10,900","10,450","214,724,348,500",0.01,"19,974,358",,,
699,728,070960,용평리조트,"4,450",60,1.4,"413,484","1,846,625,390","4,360","4,560","4,355","214,193,331,850",0.01,"48,133,333",,,
700,729,067290,JW신약,"5,140",60,1.2,"210,424","1,078,990,420","5,130","5,190","5,070","214,169,233,240",0.01,"41,667,166",,,
701,730,006490,인스코비,"2,170",-30,-1.4,"752,649","1,637,263,550","2,230","2,240","2,140","214,027,620,800",0.01,"98,630,240",,,
702,731,014620,성광벤드,"7,480",-160,-2.1,"237,412","1,788,328,120","7,660","7,670","7,420","213,928,000,000",0.01,"28,600,000",,,
703,733,282880,코윈테크,"23,100",400,1.8,"108,740","2,520,785,400","22,750","23,600","22,700","213,709,465,200",0.01,"9,251,492",,,
704,734,074610,이엔플러스,"5,620",-130,-2.3,"782,981","4,475,112,840","5,810","5,860","5,590","213,451,775,660",0.01,"37,980,743",,,
705,735,005720,넥센,"3,985",20,0.5,"47,731","188,955,565","3,990","4,005","3,925","213,372,748,345",0.01,"53,543,977",,,
706,736,256630,포인트엔지니어링,"3,775",-15,-0.4,"1,078,459","4,175,785,190","3,800","3,975","3,745","213,236,771,550",0.01,"56,486,562",,,
707,737,000970,한국주철관,"9,350",140,1.5,"1,086,629","10,221,925,170","9,250","9,800","9,080","213,184,675,000",0.01,"22,800,500",,,
708,738,013580,계룡건설,"23,850","-3,200",-11.8,"712,538","17,735,495,950","27,050","27,150","23,400","213,002,131,950",0.01,"8,930,907",,,
709,739,045660,에이텍,"25,700","2,150",9.1,"4,819,174","120,743,427,550","23,850","26,150","23,550","212,282,000,000",0.01,"8,260,000",,,
710,740,043610,지니뮤직,"3,650",190,5.5,"4,966,433","18,724,099,835","3,520","3,950","3,495","212,121,348,700",0.01,"58,115,438",,,
711,741,248170,샘표식품,"46,350","-1,650",-3.4,"76,996","3,586,092,450","47,850","47,850","45,900","211,740,056,100",0.01,"4,568,286",,,
712,742,050110,캠시스,"3,120",45,1.5,"7,339,341","23,190,208,170","3,110","3,215","3,085","211,660,737,600",0.01,"67,839,980",,,
713,743,229640,LS전선아시아,"6,900",70,1.0,"87,453","601,566,030","6,900","6,930","6,790","211,311,665,100",0.01,"30,624,879",,,
714,744,225530,보광산업,"5,840",-260,-4.3,"465,720","2,713,954,430","6,080","6,150","5,700","210,887,264,720",0.01,"36,110,833",,,
715,745,037070,파세코,"15,050",0,0.0,"253,225","3,809,148,500","15,050","15,200","14,850","210,700,000,000",0.01,"14,000,000",,,
716,746,049070,인탑스,"12,250",800,7.0,"374,388","4,464,414,450","11,700","12,300","11,450","210,700,000,000",0.01,"17,200,000",,,
717,747,001940,KISCO홀딩스,"11,400",-200,-1.7,"3,675","42,053,550","11,600","11,600","11,350","210,630,732,000",0.01,"18,476,380",,,
718,748,031440,신세계푸드,"54,300",-300,-0.6,"8,937","483,887,200","54,600","54,800","53,700","210,275,664,000",0.01,"3,872,480",,,
719,749,054950,제이브이엠,"33,200",600,1.8,"91,297","3,083,424,400","32,450","35,650","32,450","210,186,145,600",0.01,"6,330,908",,,
720,750,104700,한국철강,"4,545",-35,-0.8,"74,706","339,408,860","4,575","4,630","4,500","209,297,250,000",0.01,"46,050,000",,,
721,751,123860,아나패스,"20,650",250,1.2,"45,035","921,625,650","20,800","20,800","20,150","209,137,005,000",0.01,"10,127,700",,,
722,752,033160,엠케이전자,"9,590",-260,-2.6,"531,512","5,121,386,260","9,900","9,910","9,450","209,135,737,510",0.01,"21,807,689",,,
723,753,094480,갤럭시아컴즈,"5,330",80,1.5,"1,342,648","7,190,640,810","5,350","5,530","5,210","209,095,036,540",0.01,"39,229,838",,,
724,754,044820,코스맥스비티아이,"21,700","-1,550",-6.7,"94,372","2,101,226,700","23,500","23,700","21,550","208,405,085,700",0.01,"9,603,921",,,
725,755,080160,모두투어,"11,000",100,0.9,"146,801","1,621,466,200","11,000","11,300","10,800","207,900,000,000",0.01,"18,900,000",,,
726,756,091120,이엠텍,"12,900",250,2.0,"198,105","2,538,730,100","12,800","13,150","12,500","207,186,074,400",0.01,"16,060,936",,,
727,757,015360,예스코홀딩스,"34,500",400,1.2,"2,363","83,288,350","34,400","35,500","34,400","207,000,000,000",0.01,"6,000,000",,,
728,758,005810,풍산홀딩스,"26,300",-250,-0.9,"14,454","382,646,400","26,400","27,000","26,200","206,064,892,100",0.01,"7,835,167",,,
729,759,053980,오상자이엘,"11,600",-550,-4.5,"1,301,940","15,331,698,650","12,250","12,250","11,350","205,875,431,200",0.01,"17,747,882",,,
730,760,012700,리드코프,"7,780",400,5.4,"3,376,812","26,793,956,880","7,470","9,210","7,180","205,750,930,300",0.01,"26,446,135",,,
731,761,298690,에어부산,"3,950",530,15.5,"10,417,580","41,583,551,970","3,430","4,300","3,370","205,676,500,000",0.01,"52,070,000",,,
732,762,035510,신세계 I&C,"119,500","-2,000",-1.6,"4,093","490,824,000","122,500","122,500","118,500","205,540,000,000",0.01,"1,720,000",,,
733,763,042520,한스바이오메드,"20,550",50,0.2,"108,746","2,250,926,000","20,900","21,000","20,450","205,434,651,000",0.01,"9,996,820",,,
734,764,101160,월덱스,"12,400",200,1.6,"297,085","3,645,062,650","12,200","12,400","12,100","204,736,313,200",0.01,"16,510,993",,,
735,765,144620,코오롱머티리얼,"2,980",-15,-0.5,"1,281,310","3,806,998,515","3,005","3,075","2,880","204,602,732,300",0.01,"68,658,635",,,
736,766,036200,유니셈,"6,670",280,4.4,"1,455,455","9,570,855,600","6,450","6,680","6,420","204,530,367,410",0.01,"30,664,223",,,
737,767,214260,라파스,"24,300",0,0.0,"99,676","2,419,536,750","24,850","24,850","24,050","203,862,808,800",0.01,"8,389,416",,,
738,768,267850,아시아나IDT,"18,350","4,200",29.7,"6,450,162","112,582,924,000","14,000","18,350","14,000","203,685,000,000",0.01,"11,100,000",,,
739,770,234690,녹십자웰빙,"11,450",-100,-0.9,"243,636","2,809,729,450","11,650","11,700","11,400","203,263,560,200",0.01,"17,752,276",,,
740,771,052400,코나아이,"13,050",0,0.0,0,0,0,0,0,"203,046,489,900",0.01,"15,559,118",,,
741,772,072520,제넨바이오,"2,145",95,4.6,"23,642,559","52,427,043,620","2,065","2,400","2,025","201,397,651,455",0.01,"93,891,679",,,
742,773,228850,레이언스,"12,100",-150,-1.2,"272,160","3,321,320,100","12,400","12,500","11,950","200,751,269,400",0.01,"16,591,014",,,
743,774,011760,현대상사,"15,050",-100,-0.7,"59,823","907,294,950","15,150","15,350","15,000","199,095,938,300",0.01,"13,228,966",,,
744,775,004360,세방,"10,300",50,0.5,"37,290","380,131,850","10,250","10,300","10,100","198,879,507,000",0.01,"19,308,690",,,
745,776,002720,국제약품,"10,800",250,2.4,"817,660","8,566,482,250","10,850","10,850","10,000","198,725,616,000",0.01,"18,400,520",,,
746,777,017180,명문제약,"5,950",-110,-1.8,"2,181,004","13,093,745,640","6,140","6,220","5,800","198,359,279,300",0.01,"33,337,694",,,
747,778,238090,앤디포스,"3,855",-140,-3.5,"1,076,398","4,209,690,525","3,935","4,030","3,825","198,327,641,445",0.01,"51,446,859",,,
748,779,018120,진로발효,"29,950",0,0.0,"1,606","48,043,900","30,300","30,300","29,900","198,302,544,000",0.01,"6,621,120",,,
749,780,065450,빅텍,"7,130",-100,-1.4,"6,768,330","48,851,268,500","7,250","7,420","7,060","197,721,195,790",0.01,"27,730,883",,,
750,781,004310,현대약품,"6,170",-30,-0.5,"1,002,559","6,177,399,870","6,240","6,260","6,070","197,440,000,000",0.01,"32,000,000",,,
751,782,023160,태광,"7,440",50,0.7,"125,564","927,843,280","7,420","7,460","7,340","197,160,000,000",0.01,"26,500,000",,,
752,783,083310,엘오티베큠,"14,450",200,1.4,"375,535","5,397,078,500","14,250","14,600","14,100","196,519,104,100",0.01,"13,599,938",,,
753,784,027050,코리아나,"4,900",-95,-1.9,"559,743","2,766,576,645","5,030","5,030","4,895","196,000,000,000",0.01,"40,000,000",,,
754,785,001270,부국증권,"18,900",-250,-1.3,"1,783","33,907,550","19,150","19,250","18,900","195,990,845,400",0.01,"10,369,886",,,
755,786,136540,윈스,"16,100",-50,-0.3,"46,733","747,972,700","16,200","16,200","15,950","195,599,914,300",0.01,"12,149,063",,,
756,787,016250,이테크건설,"69,800","1,400",2.0,"11,547","812,075,600","72,100","72,200","68,600","195,440,000,000",0.01,"2,800,000",,,
757,788,005160,동국산업,"3,600",-85,-2.3,"850,363","3,076,447,910","3,695","3,735","3,550","195,280,135,200",0.01,"54,244,482",,,
758,789,009520,포스코엠텍,"4,685",-70,-1.5,"531,783","2,501,612,335","4,755","4,755","4,685","195,096,063,555",0.01,"41,642,703",,,
759,790,061250,화일약품,"11,250",150,1.4,"1,856,005","20,450,565,700","11,400","11,550","10,600","194,639,051,250",0.01,"17,301,249",,,
760,791,044450,KSS해운,"8,390",-100,-1.2,"24,520","206,146,840","8,420","8,480","8,360","194,529,533,200",0.01,"23,185,880",,,
761,792,264450,유비쿼스,"37,950",-350,-0.9,"47,059","1,789,671,500","38,750","38,750","37,850","194,454,092,250",0.01,"5,123,955",,,
762,793,003920,남양유업,"270,000","-3,000",-1.1,"3,128","849,015,500","273,500","275,000","269,000","194,400,000,000",0.01,"720,000",,,
763,794,289080,SV인베스트먼트,"3,650",90,2.5,"2,782,033","10,009,385,310","3,560","3,680","3,505","194,304,100,000",0.01,"53,234,000",,,
764,795,189300,인텔리안테크,"25,600",800,3.2,"182,770","4,637,136,800","24,550","25,850","24,550","193,570,252,800",0.01,"7,561,338",,,
765,796,251970,펌텍코리아,"15,500",50,0.3,"22,831","352,434,350","15,450","15,650","15,300","192,200,000,000",0.01,"12,400,000",,,
766,797,008060,대덕,"6,720",90,1.4,"699,429","4,724,738,090","6,680","6,830","6,630","192,125,115,840",0.01,"28,590,047",,,
767,798,037270,YG PLUS,"3,300",0,0.0,"1,203,199","3,995,781,480","3,275","3,400","3,245","191,963,323,200",0.01,"58,170,704",,,
768,799,004980,성신양회,"7,830",-690,-8.1,"1,772,894","14,122,608,430","8,430","8,450","7,640","191,960,851,590",0.01,"24,516,073",,,
769,800,097955,CJ제일제당 우,"144,500","3,000",2.1,"9,765","1,392,583,000","141,500","144,500","140,500","191,814,068,500",0.01,"1,327,433",,,
770,801,000430,대원강업,"3,090",-20,-0.6,"11,844","36,783,690","3,115","3,145","3,075","191,580,000,000",0.01,"62,000,000",,,
771,802,255440,야스,"14,550","1,050",7.8,"355,882","5,083,595,000","13,700","14,550","13,600","189,993,900,000",0.01,"13,058,000",,,
772,803,278650,노터스,"24,950",-400,-1.6,"77,858","1,953,888,850","25,250","25,650","24,900","189,728,981,600",0.01,"7,604,368",,,
773,804,032850,비트컴퓨터,"11,400",100,0.9,"998,366","11,392,592,450","11,350","11,700","11,150","189,505,540,200",0.01,"16,623,293",,,
774,805,053300,한국정보인증,"6,080",-210,-3.3,"710,348","4,386,548,010","6,300","6,350","6,050","189,483,200,000",0.01,"31,165,000",,,
775,806,217730,강스템바이오텍,"9,030",-190,-2.1,"496,510","4,510,836,140","9,350","9,350","8,920","189,444,316,110",0.01,"20,979,437",,,
776,807,900140,엘브이엠씨홀딩스,"3,700",-70,-1.9,"185,350","685,939,100","3,750","3,795","3,660","189,145,624,300",0.01,"51,120,439",,,
777,808,080420,모다이노칩,"2,370",-10,-0.4,"29,080","68,400,590","2,380","2,395","2,340","188,940,244,140",0.01,"79,721,622",,,
778,809,065650,메디프론,"5,060",480,10.5,"4,844,770","24,047,743,475","4,580","5,340","4,530","188,231,342,200",0.01,"37,199,870",,,
779,810,045100,한양이엔지,"10,450",550,5.6,"591,820","6,175,371,810","9,940","10,600","9,940","188,100,000,000",0.01,"18,000,000",,,
780,811,064290,인텍플러스,"14,900",550,3.8,"515,153","7,585,658,800","14,500","15,150","14,300","187,925,683,800",0.01,"12,612,462",,,
781,812,130580,나이스디앤비,"12,200",0,0.0,"25,993","315,393,300","12,050","12,300","12,000","187,880,000,000",0.01,"15,400,000",,,
782,813,067170,오텍,"12,200",-50,-0.4,"299,041","3,667,186,800","12,350","12,450","12,150","187,777,581,000",0.01,"15,391,605",,,
783,814,083450,GST,"20,150",200,1.0,"209,251","4,227,773,350","20,200","20,500","20,050","187,752,561,750",0.01,"9,317,745",,,
784,815,086890,이수앱지스,"7,040",-110,-1.5,"288,939","2,036,776,950","7,100","7,220","6,960","187,442,055,680",0.01,"26,625,292",,,
785,816,036120,SCI평가정보,"5,270",-10,-0.2,"4,591,871","25,192,131,400","5,400","5,710","5,210","187,085,000,000",0.01,"35,500,000",,,
786,817,195990,에이비프로바이오,830,18,2.2,"114,551,231","103,845,434,357",985,987,821,"186,876,029,690",0.01,"225,151,843",,,
787,818,009580,무림P&P,"2,995",0,0.0,"103,686","312,946,090","3,000","3,045","2,995","186,793,130,380",0.01,"62,368,324",,,
788,819,003350,한국화장품제조,"41,150",900,2.2,"67,975","2,766,741,300","40,400","41,150","40,250","186,491,800,000",0.01,"4,532,000",,,
789,820,290550,디케이티,"22,650",-150,-0.7,"207,283","4,727,760,550","23,000","23,300","22,500","186,439,692,450",0.01,"8,231,333",,,
790,821,104480,티케이케미칼,"2,050",-30,-1.4,"494,946","1,020,199,645","2,070","2,090","2,035","186,335,639,700",0.01,"90,895,434",,,
791,822,001540,안국약품,"14,250",150,1.1,"164,692","2,353,320,350","14,250","14,700","14,050","185,854,485,000",0.01,"13,042,420",,,
792,823,099320,쎄트렉아이,"25,500",650,2.6,"804,469","20,520,329,250","24,650","26,100","24,100","185,346,418,500",0.01,"7,268,487",,,
793,824,060590,씨티씨바이오,"8,900",-250,-2.7,"443,389","3,975,039,470","9,200","9,270","8,750","185,345,152,200",0.01,"20,825,298",,,
794,825,083550,케이엠,"17,950",-500,-2.7,"304,393","5,513,297,150","18,500","18,550","17,750","184,562,402,600",0.01,"10,282,028",,,
795,827,203690,프로스테믹스,"3,995",40,1.0,"645,210","2,571,237,325","4,000","4,060","3,920","182,799,007,260",0.01,"45,756,948",,,
